Brand,Year,Card Number,Player,Team,Price,Avg Ebay Price,All Card Data,Count,Median Listed Price,Cheapest Price,Most Expensive Price,Buy It Now Count,Buy It Now Avg,Auct Count,Act Avg,Query,Confidence level,,,Rarity,,
Topps Archive (1991),1953,5,Joe Dobson,Chicago White Sox,$0.20,$1.79,Topps Archive (1991)|1953|5|Joe Dobson|Chicago White Sox,16,$1.99,$1.00,$2.88,16,$1.79,$0.00,N/A,Query: 1953 Topps Archive (1991) Joe Dobson | Found: 26 | Used: 16 | API: 1 | Outliers: 0,High Confidence,Market Data,10/25/2025,Uncommon,0.4x,Moderate (±28%)
Donruss,1986,22,Bob Horner,Atlanta Braves,$0.18,$1.64,Donruss|1986|22|Bob Horner|Atlanta Braves,79,$1.50,$0.99,$3.50,79,$1.64,$0.00,N/A,Query: 1986 Donruss Bob Horner (broad) | Found: 167 | Used: 79 | API: 2 | Outliers: 6,High Confidence,Market Data,10/25/2025,Common,2.2x,Moderate (±39%)
Donruss,1986,25,Fernando Valenzuela,Los Angeles Dodgers,$0.18,$1.45,Donruss|1986|25|Fernando Valenzuela|Los Angeles Dodgers,127,$1.49,$0.50,$2.51,127,$1.45,$0.00,N/A,Query: 1986 Donruss Fernando Valenzuela (broad) | Found: 200 | Used: 127 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 4 parallel adjusted)",10/25/2025,Common,1.9x,Moderate (±31%)
Donruss,1986,28,Scott Fletcher,Texas Rangers,$0.18,$1.52,Donruss|1986|28|Scott Fletcher|Texas Rangers,68,$1.49,$0.99,$2.99,68,$1.52,$0.00,N/A,Query: 1986 Donruss Scott Fletcher (broad) | Found: 175 | Used: 68 | API: 2 | Outliers: 8,High Confidence,Market Data,10/25/2025,Common,2.0x,Moderate (±38%)
Donruss,1986,29,Todd Worrell,St. Louis Cardinals,$0.18,$1.41,Donruss|1986|29|Todd Worrell|St. Louis Cardinals,122,$1.50,$0.99,$1.90,122,$1.41,$0.00,N/A,Query: 1986 Donruss Todd Worrell (broad) | Found: 200 | Used: 122 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,1.9x,Moderate (±24%)
Donruss,1986,31,Bert Blyleven,Minnesota Twins,$0.18,$1.42,Donruss|1986|31|Bert Blyleven|Minnesota Twins,126,$1.40,$0.50,$2.54,126,$1.42,$0.00,N/A,Query: 1986 Donruss Bert Blyleven (broad) | Found: 200 | Used: 126 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 9 parallel adjusted)",10/25/2025,Common,1.9x,Moderate (±31%)
Donruss,1986,32,Bobby Doerr,Boston Red Sox,$0.18,$1.53,Donruss|1986|32|Bobby Doerr|Boston Red Sox,77,$1.43,$0.99,$2.99,77,$1.53,$0.00,N/A,Query: 1986 Donruss Bobby Doerr (broad) | Found: 147 | Used: 77 | API: 2 | Outliers: 3,High Confidence,Market Data,10/25/2025,Common,2.0x,Moderate (±36%)
Donruss,1986,33,Ernie Lombardi,Cincinnati Reds,$0.18,$1.46,Donruss|1986|33|Ernie Lombardi|Cincinnati Reds,64,$1.45,$0.99,$2.99,64,$1.46,$0.00,N/A,Query: 1986 Donruss Ernie Lombardi (broad) | Found: 94 | Used: 64 | API: 2 | Outliers: 6,High Confidence,Market Data,10/25/2025,Common,1.9x,Moderate (±32%)
Donruss,1986,35,Steve Carlton,San Francisco Giants,$0.19,$1.44,Donruss|1986|35|Steve Carlton|San Francisco Giants,145,$1.29,$0.50,$2.51,145,$1.44,$0.00,N/A,Query: 1986 Donruss Steve Carlton (broad) | Found: 200 | Used: 145 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 3 parallel adjusted)",10/25/2025,Common,1.9x,Moderate (±33%)
Donruss,1986,38,Mike Witt,Anaheim Angels,$0.18,$1.49,Donruss|1986|38|Mike Witt|Anaheim Angels,75,$1.45,$0.99,$2.99,75,$1.49,$0.00,N/A,Query: 1986 Donruss Mike Witt (broad) | Found: 166 | Used: 75 | API: 2 | Outliers: 6,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/25/2025,Common,2.0x,Moderate (±34%)
Donruss,1986,39,Doug DeCinces,Anaheim Angels,$0.18,$1.58,Donruss|1986|39|Doug DeCinces|Anaheim Angels,69,$1.49,$0.99,$3.50,69,$1.58,$0.00,N/A,Query: 1986 Donruss Doug DeCinces (broad) | Found: 156 | Used: 69 | API: 2 | Outliers: 11,High Confidence,Market Data,10/25/2025,Common,2.1x,Volatile (±41%)
Donruss,1986,40,Bill Gullickson,Cincinnati Reds,$0.18,$1.56,Donruss|1986|40|Bill Gullickson|Cincinnati Reds,60,$1.50,$0.99,$2.99,60,$1.56,$0.00,N/A,Query: 1986 Donruss Bill Gullickson (broad) | Found: 136 | Used: 60 | API: 2 | Outliers: 3,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/25/2025,Common,2.1x,Moderate (±34%)
Donruss,1986,41,Dale Murphy,Atlanta Braves,$0.18,$1.41,Donruss|1986|41|Dale Murphy|Atlanta Braves,131,$1.39,$0.63,$2.49,131,$1.41,$0.00,N/A,Query: 1986 Donruss Dale Murphy (broad) | Found: 200 | Used: 131 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,1.9x,Moderate (±30%)
Donruss,1986,44,Joe Cowley,Chicago White Sox,$0.18,$1.47,Donruss|1986|44|Joe Cowley|Chicago White Sox,56,$1.43,$0.99,$2.99,56,$1.47,$0.00,N/A,Query: 1986 Donruss Joe Cowley (broad) | Found: 126 | Used: 56 | API: 2 | Outliers: 3,High Confidence,Market Data,10/25/2025,Common,2.0x,Moderate (±35%)
Donruss,1986,45,Jim Deshaies,Houston Astros,$0.18,$1.99,Donruss|1986|45|Jim Deshaies|Houston Astros,89,$1.69,$0.99,$4.00,89,$1.99,$0.00,N/A,Query: 1986 Donruss Jim Deshaies (broad) | Found: 140 | Used: 89 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,2.7x,Volatile (±53%)
Donruss,1986,46,Mike Scott,Houston Astros,$0.18,$1.61,Donruss|1986|46|Mike Scott|Houston Astros,87,$1.59,$0.99,$2.99,87,$1.61,$0.00,N/A,Query: 1986 Donruss Mike Scott (broad) | Found: 199 | Used: 87 | API: 2 | Outliers: 7,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/25/2025,Common,2.1x,Moderate (±34%)
Donruss,1986,47,Bruce Hurst,Boston Red Sox,$0.18,$1.52,Donruss|1986|47|Bruce Hurst|Boston Red Sox,69,$1.50,$0.99,$2.99,69,$1.52,$0.00,N/A,Query: 1986 Donruss Bruce Hurst (broad) | Found: 154 | Used: 69 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,2.0x,Moderate (±31%)
Donruss,1986,49,Mike Krukow,San Francisco Giants,$0.18,$1.47,Donruss|1986|49|Mike Krukow|San Francisco Giants,68,$1.49,$0.99,$2.99,68,$1.47,$0.00,N/A,Query: 1986 Donruss Mike Krukow (broad) | Found: 136 | Used: 68 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,2.0x,Moderate (±33%)
Donruss,1986,50,Steve Sax,Los Angeles Dodgers,$0.18,$1.56,Donruss|1986|50|Steve Sax|Los Angeles Dodgers,100,$1.50,$0.50,$3.08,100,$1.56,$0.00,N/A,Query: 1986 Donruss Steve Sax (broad) | Found: 200 | Used: 100 | API: 2 | Outliers: 11,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,2.1x,Moderate (±35%)
Donruss,1986,51,John Cangelosi,Chicago White Sox,$0.18,$2.04,Donruss|1986|51|John Cangelosi|Chicago White Sox,84,$1.69,$0.99,$4.00,84,$2.04,$0.00,N/A,Query: 1986 Donruss John Cangelosi (broad) | Found: 140 | Used: 84 | API: 2 | Outliers: 2,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/25/2025,Common,2.7x,Volatile (±52%)
Donruss,1986,52,Dave Righetti,New York Yankees,$0.18,$1.52,Donruss|1986|52|Dave Righetti|New York Yankees,88,$1.50,$0.50,$2.99,88,$1.52,$0.00,N/A,Query: 1986 Donruss Dave Righetti (broad) | Found: 190 | Used: 88 | API: 2 | Outliers: 11,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,2.0x,Moderate (±32%)
Donruss,1986,54,Todd Worrell,St. Louis Cardinals,$0.18,$1.41,Donruss|1986|54|Todd Worrell|St. Louis Cardinals,122,$1.50,$0.99,$1.90,122,$1.41,$0.00,N/A,Query: 1986 Donruss Todd Worrell (broad) | Found: 200 | Used: 122 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,1.9x,Moderate (±24%)
Sportflics,1986,92,Lance Parrish,Detroit Tigers,$0.18,$2.04,Sportflics|1986|92|Lance Parrish|Detroit Tigers,20,$1.79,$0.99,$3.90,20,$2.04,$0.00,N/A,Query: 1986 Sportflics Lance Parrish (broad) | Found: 57 | Used: 20 | API: 2 | Outliers: 3,High Confidence,Market Data,10/25/2025,Common,2.7x,Moderate (±38%)
Sportflics,1986,127,Tim Raines / Ryne Sandberg / Keith Hernandez,Montreal Expos / Chicago Cubs / New York Mets,$0.18,$2.31,Sportflics|1986|127|Tim Raines / Ryne Sandberg / Keith Hernandez|Montreal Expos / Chicago Cubs / New York Mets,12,$2.25,$0.99,$3.60,12,$2.31,$0.00,N/A,Query: 1986 Sportflics Tim Raines / Ryne Sandberg / Keith Hernandez | Found: 27 | Used: 12 | API: 1 | Outliers: 2,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Uncommon,3.1x,Moderate (±30%)
Topps,1986,34,Ken Phelps,Seattle Mariners,$0.15,$1.55,Topps|1986|34|Ken Phelps|Seattle Mariners,83,$1.50,$0.99,$2.99,83,$1.55,$0.00,N/A,Query: 1986 Topps Ken Phelps (broad) | Found: 196 | Used: 83 | API: 2 | Outliers: 8,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/25/2025,Common,2.1x,Moderate (±34%)
Topps,1986,46,Billy Hatcher,Chicago Cubs,$0.18,$1.47,Topps|1986|46|Billy Hatcher|Chicago Cubs,99,$1.55,$0.99,$1.99,99,$1.47,$0.00,N/A,Query: 1986 Topps Billy Hatcher (broad) | Found: 200 | Used: 99 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,2.0x,Moderate (±25%)
Topps,1986,207,Fernando Valenzuela,Los Angeles Dodgers,$1.60,$1.19,Topps|1986|207|Fernando Valenzuela|Los Angeles Dodgers,15,$1.25,$0.99,$1.27,15,$1.19,$0.00,N/A,Query: 1986 Topps Fernando Valenzuela (broad) | Found: 200 | Used: 15 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Uncommon,1.6x,Stable (±8%)
Topps,1986,291,Tom Lasorda,Los Angeles Dodgers,$0.18,$1.49,Topps|1986|291|Tom Lasorda|Los Angeles Dodgers,130,$1.50,$0.99,$2.14,130,$1.49,$0.00,N/A,Query: 1986 Topps Tom Lasorda (broad) | Found: 200 | Used: 130 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,2.0x,Moderate (±25%)
Topps,1986,316,Sammy Khalifa,Pittsburgh Pirates,$0.12,$1.56,Topps|1986|316|Sammy Khalifa|Pittsburgh Pirates,66,$1.50,$0.99,$2.99,66,$1.56,$0.00,N/A,Query: 1986 Topps Sammy Khalifa (broad) | Found: 171 | Used: 66 | API: 2 | Outliers: 8,High Confidence,Market Data,10/25/2025,Common,2.1x,Moderate (±33%)
Topps,1986,323,Jerry Davis,San Diego Padres,$0.10,$1.83,Topps|1986|323|Jerry Davis|San Diego Padres,79,$1.68,$0.99,$4.28,79,$1.83,$0.00,N/A,Query: 1986 Topps Jerry Davis (broad) | Found: 162 | Used: 79 | API: 2 | Outliers: 6,High Confidence,"Market Data (3 graded, 0 parallel adjusted)",10/25/2025,Common,2.4x,Volatile (±44%)
Topps,1986,383,Chris Brown,San Francisco Giants,$0.15,$1.46,Topps|1986|383|Chris Brown|San Francisco Giants,106,$1.50,$0.99,$2.20,106,$1.46,$0.00,N/A,Query: 1986 Topps Chris Brown (broad) | Found: 200 | Used: 106 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,1.9x,Moderate (±27%)
Topps,1986,406,Scott Sanderson,Chicago Cubs,$0.20,$1.66,Topps|1986|406|Scott Sanderson|Chicago Cubs,79,$1.64,$0.99,$3.00,79,$1.66,$0.00,N/A,Query: 1986 Topps Scott Sanderson (broad) | Found: 182 | Used: 79 | API: 2 | Outliers: 10,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/25/2025,Common,2.2x,Moderate (±33%)
Topps,1986,417,R.J. Reynolds,Pittsburgh Pirates,$0.10,$1.61,Topps|1986|417|R.J. Reynolds|Pittsburgh Pirates,79,$1.64,$0.99,$2.80,79,$1.61,$0.00,N/A,Query: 1986 Topps R.J. Reynolds (broad) | Found: 175 | Used: 79 | API: 2 | Outliers: 7,High Confidence,Market Data,10/25/2025,Common,2.1x,Moderate (±30%)
Topps,1986,471,Bobby Cox,Toronto Blue Jays,$0.18,$1.73,Topps|1986|471|Bobby Cox|Toronto Blue Jays,103,$1.64,$0.99,$3.06,103,$1.73,$0.00,N/A,Query: 1986 Topps Bobby Cox (broad) | Found: 200 | Used: 103 | API: 2 | Outliers: 11,High Confidence,Market Data,10/25/2025,Common,2.3x,Moderate (±36%)
Donruss,1987,1,Wally Joyner,Anaheim Angels,$0.19,$1.45,Donruss|1987|1|Wally Joyner|Anaheim Angels,129,$1.50,$0.49,$1.99,129,$1.45,$0.00,N/A,Query: 1987 Donruss Wally Joyner (broad) | Found: 200 | Used: 129 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.8x,Moderate (±26%)
Donruss,1987,10,Rick Rhoden,Pittsburgh Pirates,$0.15,$1.55,Donruss|1987|10|Rick Rhoden|Pittsburgh Pirates,104,$1.50,$0.68,$2.99,104,$1.55,$0.00,N/A,Query: 1987 Donruss Rick Rhoden (broad) | Found: 200 | Used: 104 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.2x,Moderate (±33%)
Donruss,1987,28,BJ Surhoff,Milwaukee Brewers,$1.00,$1.48,Donruss|1987|28|BJ Surhoff|Milwaukee Brewers,120,$1.59,$0.99,$1.77,120,$1.48,$0.00,N/A,Query: 1987 Donruss BJ Surhoff (broad) | Found: 200 | Used: 120 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.9x,Stable (±18%)
Donruss,1987,29,Randy Myers,New York Mets,$0.60,$1.69,Donruss|1987|29|Randy Myers|New York Mets,148,$1.75,$0.99,$3.19,148,$1.69,$0.00,N/A,Query: 1987 Donruss Randy Myers (broad) | Found: 200 | Used: 148 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,6.8x,Moderate (±36%)
Donruss,1987,32,Greg Swindell,Cleveland Indians,$0.20,$1.44,Donruss|1987|32|Greg Swindell|Cleveland Indians,33,$1.50,$0.99,$1.79,33,$1.44,$0.00,N/A,Query: 1987 Donruss Greg Swindell (broad) | Found: 200 | Used: 33 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Stable (±19%)
Donruss,1987,37,Jim Lindeman,St. Louis Cardinals,$0.09,$1.73,Donruss|1987|37|Jim Lindeman|St. Louis Cardinals,104,$1.59,$0.99,$2.99,104,$1.73,$0.00,N/A,Query: 1987 Donruss Jim Lindeman (broad) | Found: 200 | Used: 104 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.9x,Volatile (±42%)
Donruss,1987,41,Jerry Browne,Texas Rangers,$0.30,$1.64,Donruss|1987|41|Jerry Browne|Texas Rangers,109,$1.59,$0.99,$2.99,109,$1.64,$0.00,N/A,Query: 1987 Donruss Jerry Browne (broad) | Found: 200 | Used: 109 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.6x,Moderate (±39%)
Donruss,1987,277,Mike Easler,New York Yankees,$0.06,$1.48,Donruss|1987|277|Mike Easler|New York Yankees,49,$1.34,$0.99,$2.97,49,$1.48,$0.00,N/A,Query: 1987 Donruss Mike Easler (broad) | Found: 132 | Used: 49 | API: 2 | Outliers: 1,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±34%)
Fleer,1987,368,Mark Gubicza,Kansas City Royals,$0.18,$1.47,Fleer|1987|368|Mark Gubicza|Kansas City Royals,50,$1.37,$0.99,$2.00,50,$1.47,$0.00,N/A,Query: 1987 Fleer Mark Gubicza (broad) | Found: 154 | Used: 50 | API: 2 | Outliers: 4,High Confidence,Market Data,10/25/2025,Common,5.9x,Moderate (±27%)
Fleer Update,1987,17,Steve Carlton,Cleveland Indians,$0.25,$1.66,Fleer Update|1987|17|Steve Carlton|Cleveland Indians,128,$1.65,$0.50,$3.49,128,$1.66,$0.00,N/A,Query: 1987 Fleer Update Steve Carlton (broad) | Found: 200 | Used: 128 | API: 2 | Outliers: 19,High Confidence,"Market Data (2 graded, 2 parallel adjusted)",10/25/2025,Common,6.6x,Moderate (±37%)
Fleer Update,1987,26,Rick Dempsey,Cleveland Indians,$0.10,$1.65,Fleer Update|1987|26|Rick Dempsey|Cleveland Indians,44,$1.69,$0.99,$2.99,44,$1.65,$0.00,N/A,Query: 1987 Fleer Update Rick Dempsey (broad) | Found: 94 | Used: 44 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.6x,Moderate (±34%)
Fleer Update,1987,26,Rick Dempsey,Cleveland Indians,$0.25,$1.65,Fleer Update|1987|26|Rick Dempsey|Cleveland Indians,44,$1.69,$0.99,$2.99,44,$1.65,$0.00,N/A,Query: 1987 Fleer Update Rick Dempsey (broad) | Found: 94 | Used: 44 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.6x,Moderate (±34%)
Fleer Update,1987,86,Gene Nelson,Chicago White Sox,$0.10,$1.61,Fleer Update|1987|86|Gene Nelson|Chicago White Sox,40,$1.59,$0.99,$2.99,40,$1.61,$0.00,N/A,Query: 1987 Fleer Update Gene Nelson (broad) | Found: 95 | Used: 40 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±33%)
Fleer Update,1987,116,Greg Swindell,Cleveland Indians,$0.75,$1.62,Fleer Update|1987|116|Greg Swindell|Cleveland Indians,56,$1.65,$0.99,$2.99,56,$1.62,$0.00,N/A,Query: 1987 Fleer Update Greg Swindell (broad) | Found: 119 | Used: 56 | API: 2 | Outliers: 9,High Confidence,"Market Data (1 graded, 0 parallel adjusted)",10/25/2025,Common,6.5x,Moderate (±32%)
Fleer Update,1987,120,Ed Vande Berg,Cleveland Indians,$0.10,$1.59,Fleer Update|1987|120|Ed Vande Berg|Cleveland Indians,37,$1.59,$0.99,$2.99,37,$1.59,$0.00,N/A,Query: 1987 Fleer Update Ed Vande Berg (broad) | Found: 99 | Used: 37 | API: 2 | Outliers: 2,High Confidence,Market Data,10/25/2025,Common,6.4x,Moderate (±34%)
Topps,1987,3,Dwight Evans,Boston Red Sox,$0.18,$1.14,Topps|1987|3|Dwight Evans|Boston Red Sox,12,$1.19,$0.99,$1.25,12,$1.14,$0.00,N/A,Query: 1987 Topps Dwight Evans (broad) | Found: 200 | Used: 12 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Uncommon,4.6x,Stable (±8%)
Topps,1987,17,Pete O'Brien,Texas Rangers,$0.05,$1.42,Topps|1987|17|Pete O'Brien|Texas Rangers,87,$1.50,$0.99,$2.00,87,$1.42,$0.00,N/A,Query: 1987 Topps Pete O'Brien (broad) | Found: 200 | Used: 87 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.7x,Moderate (±27%)
Topps,1987,30,Tim Raines,Montreal Expos,$1.33,$1.00,Topps|1987|30|Tim Raines|Montreal Expos,6,$0.99,$0.99,$1.06,6,$1.00,$0.00,N/A,Query: 1987 Topps Tim Raines (broad) | Found: 200 | Used: 6 | API: 2 | Outliers: 1,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Scarce,4.0x,Stable (±3%)
Topps,1987,33,Andy Van Slyke,St. Louis Cardinals,$1.55,$1.41,Topps|1987|33|Andy Van Slyke|St. Louis Cardinals,77,$1.50,$0.49,$1.95,77,$1.41,$0.00,N/A,Query: 1987 Topps Andy Van Slyke (broad) | Found: 200 | Used: 77 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.6x,Moderate (±25%)
Topps,1987,43,Gene Michael,Chicago Cubs,$0.05,$1.47,Topps|1987|43|Gene Michael|Chicago Cubs,98,$1.45,$0.99,$2.25,98,$1.47,$0.00,N/A,Query: 1987 Topps Gene Michael (broad) | Found: 200 | Used: 98 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.9x,Moderate (±29%)
Topps,1987,57,Scott Nielsen,New York Yankees,$0.05,$1.44,Topps|1987|57|Scott Nielsen|New York Yankees,92,$1.39,$0.99,$2.55,92,$1.44,$0.00,N/A,Query: 1987 Topps Scott Nielsen (broad) | Found: 200 | Used: 92 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±31%)
Topps,1987,75,Ron Darling,New York Mets,$0.18,$1.50,Topps|1987|75|Ron Darling|New York Mets,81,$1.60,$0.99,$1.99,81,$1.50,$0.00,N/A,Query: 1987 Topps Ron Darling (broad) | Found: 200 | Used: 81 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±25%)
Topps,1987,137,Jerry Willard,Oakland Athletics,$0.05,$1.51,Topps|1987|137|Jerry Willard|Oakland Athletics,94,$1.50,$0.49,$2.59,94,$1.51,$0.00,N/A,Query: 1987 Topps Jerry Willard (broad) | Found: 200 | Used: 94 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.0x,Moderate (±31%)
Topps,1987,196,Randy O'Neal,Detroit Tigers,$0.05,$1.52,Topps|1987|196|Randy O'Neal|Detroit Tigers,94,$1.50,$0.49,$2.95,94,$1.52,$0.00,N/A,Query: 1987 Topps Randy O'Neal (broad) | Found: 200 | Used: 94 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.1x,Moderate (±32%)
Topps,1987,202,Ricky Wright,Texas Rangers,$0.05,$1.48,Topps|1987|202|Ricky Wright|Texas Rangers,96,$1.49,$0.49,$2.25,96,$1.48,$0.00,N/A,Query: 1987 Topps Ricky Wright (broad) | Found: 200 | Used: 96 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 2 parallel adjusted)",10/25/2025,Common,5.9x,Moderate (±32%)
Topps,1987,211,John Morris,St. Louis Cardinals,$0.05,$1.53,Topps|1987|211|John Morris|St. Louis Cardinals,93,$1.50,$0.99,$2.55,93,$1.53,$0.00,N/A,Query: 1987 Topps John Morris (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.1x,Moderate (±29%)
Topps,1987,281,Team Leaders,Cincinnati Reds,$1.30,$1.06,Topps|1987|281|Team Leaders|Cincinnati Reds,113,$1.09,$0.99,$1.19,113,$1.06,$0.00,N/A,Query: 1987 Topps Team Leaders (broad) | Found: 200 | Used: 113 | API: 2 | Outliers: 11,High Confidence,Market Data,10/25/2025,Common,4.2x,Stable (±6%)
Topps,1987,287,Dave Von Ohlen,Oakland Athletics,$0.05,$1.56,Topps|1987|287|Dave Von Ohlen|Oakland Athletics,94,$1.55,$0.49,$2.95,94,$1.56,$0.00,N/A,Query: 1987 Topps Dave Von Ohlen (broad) | Found: 200 | Used: 94 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.2x,Moderate (±31%)
Topps,1987,318,Jim Fregosi,Chicago White Sox,$0.05,$1.51,Topps|1987|318|Jim Fregosi|Chicago White Sox,106,$1.59,$0.99,$2.25,106,$1.51,$0.00,N/A,Query: 1987 Topps Jim Fregosi (broad) | Found: 200 | Used: 106 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.0x,Moderate (±28%)
Topps,1987,324,Dave Palmer,Atlanta Braves,$0.05,$1.43,Topps|1987|324|Dave Palmer|Atlanta Braves,93,$1.49,$0.49,$2.35,93,$1.43,$0.00,N/A,Query: 1987 Topps Dave Palmer (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.7x,Moderate (±31%)
Topps,1987,324,Dave Palmer,Atlanta Braves,$0.05,$1.43,Topps|1987|324|Dave Palmer|Atlanta Braves,93,$1.49,$0.49,$2.35,93,$1.43,$0.00,N/A,Query: 1987 Topps Dave Palmer (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.7x,Moderate (±31%)
Topps,1987,338,Tim Conroy,St. Louis Cardinals,$0.05,$1.50,Topps|1987|338|Tim Conroy|St. Louis Cardinals,93,$1.49,$0.49,$2.95,93,$1.50,$0.00,N/A,Query: 1987 Topps Tim Conroy (broad) | Found: 200 | Used: 93 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.0x,Moderate (±30%)
Topps,1987,339,Donnie Hill,Oakland Athletics,$0.05,$1.35,Topps|1987|339|Donnie Hill|Oakland Athletics,78,$1.30,$0.49,$1.99,78,$1.35,$0.00,N/A,Query: 1987 Topps Donnie Hill (broad) | Found: 200 | Used: 78 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,5.4x,Moderate (±25%)
Topps,1987,342,Bob James,Chicago White Sox,$0.05,$1.50,Topps|1987|342|Bob James|Chicago White Sox,91,$1.50,$0.49,$2.25,91,$1.50,$0.00,N/A,Query: 1987 Topps Bob James (broad) | Found: 200 | Used: 91 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.0x,Moderate (±29%)
Topps,1987,344,Joe Niekro,New York Yankees,$0.05,$1.44,Topps|1987|344|Joe Niekro|New York Yankees,83,$1.50,$0.99,$1.95,83,$1.44,$0.00,N/A,Query: 1987 Topps Joe Niekro (broad) | Found: 200 | Used: 83 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,5.8x,Moderate (±25%)
Topps,1987,348,Carmelo Martinez,San Diego Padres,$0.05,$1.51,Topps|1987|348|Carmelo Martinez|San Diego Padres,88,$1.50,$0.49,$2.55,88,$1.51,$0.00,N/A,Query: 1987 Topps Carmelo Martinez (broad) | Found: 200 | Used: 88 | API: 2 | Outliers: 0,High Confidence,"Market Data (0 graded, 1 parallel adjusted)",10/25/2025,Common,6.0x,Moderate (±29%)
Topps,1987,358,Sal Butera,Cincinnati Reds,$0.05,$1.55,Topps|1987|358|Sal Butera|Cincinnati Reds,87,$1.52,$0.99,$2.95,87,$1.55,$0.00,N/A,Query: 1987 Topps Sal Butera (broad) | Found: 200 | Used: 87 | API: 2 | Outliers: 0,High Confidence,Market Data,10/25/2025,Common,6.2x,Moderate (±32%)
